filename,cardinality
phylo_order_clostridioides_difficile__02.txt,4118875.0
phylo_order_klebsiella_oxytoca__01.txt,14562001.0
phylo_order_brucella_melitensis__01.txt,3552513.25
phylo_order_staphylococcus_aureus__12.txt,3925760.0
phylo_order_staphylococcus_aureus__06.txt,4046998.25
phylo_order_shigella_dysenteriae__01.txt,7650824.5
phylo_order_leptospira_interrogans__01.txt,4402582.5
phylo_order_streptococcus_mutans__01.txt,2935351.25
phylo_order_dichelobacter_nodosus__01.txt,16710233.0
phylo_order_staphylococcus_aureus__07.txt,4355450.0
phylo_order_staphylococcus_aureus__13.txt,3457035.25
phylo_order_salmonella_enterica__46.txt,6692871.0
phylo_order_clostridioides_difficile__03.txt,4931247.0
phylo_order_proteus_mirabilis__01.txt,9248639.0
phylo_order_haemophilus_influenzae__01.txt,3050920.5
phylo_order_klebsiella_quasipneumoniae__01.txt,11924632.0
phylo_order_lactococcus_lactis__01.txt,2651796.5
phylo_order_cutibacterium_acnes__01.txt,12049641.0
phylo_order_clostridioides_difficile__01.txt,5532655.0
phylo_order_salmonella_enterica__44.txt,6192215.5
phylo_order_staphylococcus_aureus__05.txt,4302635.5
phylo_order_staphylococcus_aureus__11.txt,3619240.25
phylo_order_burkholderia_gladioli__01.txt,24569626.0
phylo_order_neisseria_meningitidis__05.txt,2799090.25
phylo_order_neisseria_meningitidis__04.txt,2199476.0
phylo_order_shigella_flexneri__01.txt,4700351.0
phylo_order_clostridium_perfringens__01.txt,7282216.0
phylo_order_staphylococcus_aureus__10.txt,3261301.0
phylo_order_staphylococcus_aureus__04.txt,4013229.5
phylo_order_salmonella_enterica__45.txt,6902170.0
phylo_order_mycobacterium_intracellulare__01.txt,16091816.0
phylo_order_vibrio_shilonii__01.txt,5587178.0
phylo_order_bacillus_subtilis__01.txt,3928093.5
phylo_order_clostridioides_difficile__04.txt,6356421.5
phylo_order_burkholderia_contaminans__01.txt,13816364.0
phylo_order_salmonella_enterica__41.txt,6641430.0
phylo_order_paenibacillus_larvae__01.txt,5052034.5
phylo_order_bordetella_bronchiseptica__01.txt,17806912.0
phylo_order_morganella_morganii__01.txt,24919328.0
phylo_order_neisseria_meningitidis__01.txt,2740577.5
phylo_order_helicobacter_pylori__01.txt,11031125.0
phylo_order_staphylococcus_aureus__01.txt,3507503.0
phylo_order_enterococcus_faecium__01.txt,3320053.75
phylo_order_salmonella_enterica__40.txt,4869555.5
phylo_order_yersinia_enterocolitica__01.txt,4642646.5
phylo_order_vibrio_cholerae__02.txt,5571565.0
phylo_order_staphylococcus_agnetis__01.txt,12229124.0
phylo_order_campylobacter_fetus__01.txt,1904986.0
phylo_order_glaesserella_parasuis__01.txt,4437427.5
phylo_order_acinetobacter_nosocomialis__01.txt,13717602.0
phylo_order_salmonella_bongori__01.txt,6963727.0
phylo_order_enterococcus_faecium__03.txt,4820622.5
phylo_order_salmonella_enterica__42.txt,6655287.0
phylo_order_mycobacterium_ulcerans__01.txt,5467779.5
phylo_order_staphylococcus_aureus__03.txt,3057594.0
phylo_order_neisseria_meningitidis__03.txt,2083911.0
phylo_order_mycobacteroides_abscessus__01.txt,20418086.0
phylo_order_neisseria_meningitidis__02.txt,2033315.875
phylo_order_staphylococcus_aureus__02.txt,4125971.0
phylo_order_pseudomonas_fluorescens__01.txt,43739296.0
phylo_order_salmonella_enterica__43.txt,4677679.5
phylo_order_enterococcus_faecium__02.txt,3587927.75
phylo_order_vibrio_cholerae__01.txt,4048099.0
phylo_order_moraxella_catarrhalis__01.txt,3611935.5
phylo_order_mycobacterium_kansasii__01.txt,8089569.0
phylo_order_bacillus_anthracis__01.txt,5702602.0
phylo_order_escherichia_coli__11.txt,11485406.0
phylo_order_escherichia_coli__05.txt,8556229.0
phylo_order_enterobacter_hormaechei__01.txt,9954572.0
phylo_order_dustbin__17.txt,15561979.0
phylo_order_campylobacter_jejuni__04.txt,2219107.0
phylo_order_xanthomonas_oryzae__01.txt,11970632.0
phylo_order_dustbin__03.txt,14476852.0
phylo_order_salmonella_enterica__30.txt,6251229.5
phylo_order_chlamydia_pecorum__01.txt,9474036.0
phylo_order_salmonella_enterica__24.txt,13014235.0
phylo_order_caulobacter_vibrioides__01.txt,4722115.5
phylo_order_mycobacterium_tuberculosis__09.txt,4423625.0
