#Path	Size (est.)
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446968.fa	12838888.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153433.fa	14154397.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153464.fa	12591219.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153394.fa	12059372.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153412.fa	10465499.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153400.fa	10857098.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153410.fa	10573810.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104357580.fa	10821238.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447501.fa	10285382.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153460.fa	8828325.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153411.fa	8972685.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA1100844.fa	8763391.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104357590.fa	9177706.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153446.fa	8843864.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153449.fa	8562281.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104093467.fa	8939381.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMD00098241.fa	8630647.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104093390.fa	8423274.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104357490.fa	8524758.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104600553.fa	8834245.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153483.fa	8532495.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104708041.fa	8077912.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104112307.fa	8440654.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446983.fa	6620275.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153380.fa	6909654.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104357535.fa	7732126.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104172416.fa	7625462.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153408.fa	7545664.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153387.fa	6463321.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153379.fa	6727063.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104357629.fa	7039943.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153481.fa	6697747.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153396.fa	6989314.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447363.fa	6690618.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104414627.fa	6559471.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMD00008976.fa	6278841.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMD00029393.fa	6859861.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447174.fa	6727617.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447296.fa	6731232.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153409.fa	6995696.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447438.fa	6868288.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447158.fa	7147113.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447392.fa	6634926.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446916.fa	5154464.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447258.fa	6257011.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447185.fa	6462258.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153459.fa	6503549.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104326192.fa	6345295.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMD00015691.fa	6538936.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104600287.fa	6004371.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104302757.fa	6246935.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA1100876.fa	5779257.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104357645.fa	5661327.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153421.fa	5922183.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447527.fa	4297116.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447474.fa	4212526.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446961.fa	4274923.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446909.fa	4235486.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446890.fa	4243488.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447552.fa	4277722.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447508.fa	4260932.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447469.fa	4233271.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447586.fa	4271014.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447649.fa	4323573.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153431.fa	5264771.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447542.fa	4295781.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446896.fa	4279716.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447560.fa	4225336.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA1016056.fa	5566592.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447003.fa	4295809.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447000.fa	4242141.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447346.fa	4277419.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447350.fa	4196088.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446996.fa	4293718.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447545.fa	4325290.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153448.fa	5288563.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447528.fa	4257073.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447342.fa	4248536.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447555.fa	4226612.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447340.fa	4227080.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446949.fa	4279550.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447002.fa	4231473.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446943.fa	4259982.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447306.fa	4280206.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153430.fa	5408579.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104153442.fa	5376688.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447410.fa	4252430.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447004.fa	4252872.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447304.fa	4238056.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447539.fa	4301793.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104600399.fa	5333077.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447466.fa	4069311.75000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446882.fa	4204695.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104446935.fa	4255039.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__01/SAMEA104447439.fa	4300552.50000000
