#Path	Size (est.)
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867644.fa	14629810.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867672.fa	14154397.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867636.fa	13880431.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867625.fa	14663508.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867641.fa	14726626.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867655.fa	13535253.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09932607.fa	13688662.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867652.fa	12371024.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867640.fa	12283258.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867643.fa	12457536.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867656.fa	11336231.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867642.fa	10837743.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09756257.fa	11661771.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN10120087.fa	10780938.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867620.fa	10573810.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN10120079.fa	10130415.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09914620.fa	9015186.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867673.fa	8843864.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867676.fa	8562281.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867627.fa	8366529.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867688.fa	8532495.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867651.fa	7690258.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867667.fa	7598924.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09756241.fa	7840541.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09756068.fa	7988063.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867663.fa	7059979.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867648.fa	7312384.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09756337.fa	7632535.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09867665.fa	7285674.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09756179.fa	7305628.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09756208.fa	7287059.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09914704.fa	7161362.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09756170.fa	7092040.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09756183.fa	7089985.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09914692.fa	7147751.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09914698.fa	7173091.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09756209.fa	7244775.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09756173.fa	7150065.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09756192.fa	7094470.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__13/SAMN09914677.fa	7065167.50000000
