#Path	Size (est.)
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1118302.fa	11798136.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1119508.fa	10060812.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1119571.fa	10842766.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1119873.fa	10079290.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1118651.fa	10551389.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1118440.fa	9586566.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1118905.fa	10211320.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1403967.fa	10746913.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1403802.fa	9627478.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1403846.fa	9249213.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1117951.fa	9570690.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1403639.fa	9244312.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1119733.fa	9185284.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1118586.fa	8399408.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1119216.fa	7920373.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1119369.fa	7342710.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1103105.fa	6356542.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1397260.fa	7436852.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1119650.fa	7116449.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1102832.fa	6194051.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1403968.fa	6331856.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1102829.fa	5865388.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1403977.fa	6063077.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1119011.fa	5667174.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1117787.fa	5795599.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1118621.fa	5501865.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1117604.fa	5587087.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1118563.fa	5568596.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1119611.fa	5559090.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1397286.fa	5527660.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1397306.fa	5262071.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1102641.fa	4290166.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1118167.fa	5156408.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__02/SAMEA1102838.fa	4374847.00000000
