#Path	Size (est.)
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1688548.fa	14613027.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1569245.fa	14744997.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530823.fa	13568844.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA2040569.fa	12939053.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1485289.fa	11904570.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1708351.fa	12277901.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1708492.fa	12438432.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1569103.fa	11908557.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1556797.fa	11164288.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530915.fa	12256074.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1485258.fa	11633804.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1485368.fa	11375029.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530699.fa	11452690.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1688641.fa	10925770.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1485311.fa	11759742.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530820.fa	11152537.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1688535.fa	11091136.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1556603.fa	11128275.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1688553.fa	10638041.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1485300.fa	10637878.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1556859.fa	10671264.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1569095.fa	10706700.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1688679.fa	10747193.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1569320.fa	10183832.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1708416.fa	10679528.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1465940.fa	10857019.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1556770.fa	10373506.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1556551.fa	10689155.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1708269.fa	10167250.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1485417.fa	10510624.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1569349.fa	10456291.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1465930.fa	10276254.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1708378.fa	10057750.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1569309.fa	10042716.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA2040652.fa	10251274.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1708279.fa	9563241.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1485471.fa	10339294.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1688477.fa	9482724.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1688536.fa	9913347.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530736.fa	9764505.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530623.fa	9766381.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530858.fa	10054896.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1485239.fa	9932373.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530731.fa	9711953.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1556524.fa	9753000.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530964.fa	9665400.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1708288.fa	8924912.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1485518.fa	9884755.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1708262.fa	9324493.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530933.fa	9856115.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1708289.fa	9952518.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1569197.fa	9971234.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1569278.fa	9809089.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1465944.fa	9274367.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530718.fa	9248071.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1708258.fa	8995845.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1877081.fa	9556769.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1530716.fa	9580477.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__03/SAMEA1688564.fa	9315879.00000000
