#Path	Size (est.)
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969933.fa	13068137.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092141.fa	9870043.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06055939.fa	9711769.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576270.fa	9857687.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576485.fa	9653402.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092050.fa	9569661.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06055424.fa	8806527.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091957.fa	7804523.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05789048.fa	7799877.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06055694.fa	7198953.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575418.fa	6710847.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091815.fa	6876418.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091954.fa	6799865.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091837.fa	6846256.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092041.fa	6819729.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091955.fa	6807500.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091898.fa	6785956.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575159.fa	6232747.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091897.fa	6341454.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969975.fa	6503015.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06055963.fa	6205023.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091956.fa	6311504.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091998.fa	6236128.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091736.fa	6114814.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577656.fa	5980469.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092256.fa	5654333.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06056018.fa	5598475.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092001.fa	5550616.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06056032.fa	5492440.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091929.fa	5196592.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575381.fa	4823484.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06055762.fa	4767329.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575655.fa	4842845.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575416.fa	4657113.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06056027.fa	4671240.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091890.fa	4599119.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969976.fa	4630128.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969941.fa	4527314.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969972.fa	4510513.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575382.fa	4473747.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969965.fa	4479699.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575881.fa	4252625.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575949.fa	4327643.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969950.fa	4477858.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05789037.fa	4362771.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06055543.fa	4424159.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969945.fa	4409402.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06055843.fa	4308085.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092099.fa	4293586.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577053.fa	4260089.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575274.fa	4317106.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575469.fa	4180685.75000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06055879.fa	4277356.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576895.fa	4385220.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577023.fa	4302294.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06055451.fa	4254259.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969949.fa	4379609.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576963.fa	4318524.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575272.fa	4315577.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575914.fa	4352093.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575280.fa	4313050.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576504.fa	4393712.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092039.fa	4437700.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091806.fa	4256356.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575343.fa	4361933.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092116.fa	4311637.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575933.fa	4349162.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577601.fa	4309737.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576765.fa	4270393.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969951.fa	4336117.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969947.fa	4377547.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575229.fa	4311380.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575887.fa	4335897.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969953.fa	4301625.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577597.fa	4354992.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576518.fa	4299541.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575696.fa	4173943.25000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577618.fa	4288186.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575347.fa	4371763.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575786.fa	4261696.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575818.fa	4238963.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091980.fa	4283972.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575892.fa	4340151.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575842.fa	4330550.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577683.fa	4290860.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577697.fa	4269877.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577209.fa	4275689.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06055914.fa	4330151.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575909.fa	4362281.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969963.fa	4324553.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575747.fa	4208668.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575921.fa	4370695.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575884.fa	4278859.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575234.fa	4318781.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092309.fa	4317680.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06056000.fa	4318582.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577213.fa	4248624.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577191.fa	4273535.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575152.fa	4372808.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576664.fa	4296917.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577034.fa	4218964.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575898.fa	4363833.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575196.fa	4357910.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577391.fa	4335633.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576093.fa	4239112.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575596.fa	4276662.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575849.fa	4347209.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575835.fa	4341406.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576860.fa	4321910.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05789068.fa	4279505.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576975.fa	4280274.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092177.fa	4304700.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577116.fa	4352428.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575209.fa	4371249.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575334.fa	4342908.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576311.fa	4320556.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092291.fa	4307446.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06092299.fa	4356940.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575885.fa	4344623.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575891.fa	4339723.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575900.fa	4347209.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575920.fa	4320796.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05969948.fa	4257343.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05576470.fa	4309982.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05577208.fa	4265475.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN06091838.fa	4272618.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__09/SAMN05575662.fa	4360189.50000000
