#Path	Size (est.)
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379846.fa	11145117.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612702.fa	11729728.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08619633.fa	10500080.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612972.fa	11417805.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612986.fa	11588419.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612969.fa	11625077.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612988.fa	11442565.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612973.fa	11491306.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08708913.fa	10539754.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08708550.fa	10336566.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08708544.fa	10162610.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08347757.fa	9408825.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08629193.fa	8889756.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612948.fa	8827575.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215214.fa	8261544.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612944.fa	8182369.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08613015.fa	7970635.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08199268.fa	7161720.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215060.fa	6927786.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08376086.fa	6954159.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215038.fa	6984009.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215080.fa	6932515.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215044.fa	6928742.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215014.fa	6978029.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215015.fa	7206105.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08214785.fa	6958320.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08214864.fa	6936445.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08214882.fa	6823086.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215086.fa	6560759.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612970.fa	6476189.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08197034.fa	6639762.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08637014.fa	6090357.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08436259.fa	5828166.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08708666.fa	5643035.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215339.fa	5546653.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08347755.fa	5559526.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215335.fa	5234271.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08708795.fa	4991511.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215394.fa	5085175.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08708620.fa	4855622.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612902.fa	4316889.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612946.fa	4307027.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379758.fa	4305951.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612697.fa	4283705.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612903.fa	4340352.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08613009.fa	4283816.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215299.fa	4872010.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379747.fa	4305755.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215099.fa	4846282.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08613062.fa	4295417.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08708238.fa	4589823.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08619629.fa	4287504.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08375366.fa	4290621.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN07978251.fa	4285233.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379866.fa	4314589.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612797.fa	4290450.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612802.fa	4297581.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612812.fa	4307201.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612683.fa	4286590.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612876.fa	4340256.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08709006.fa	4287552.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08708309.fa	4322171.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215381.fa	4689258.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612770.fa	4278571.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379842.fa	4314864.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379922.fa	4350558.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08375369.fa	4213592.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612841.fa	4307858.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379735.fa	4601309.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379869.fa	4254501.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612997.fa	4505597.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08375370.fa	4248081.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08436244.fa	4303601.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08613073.fa	4294606.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08436053.fa	4314304.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215354.fa	4482600.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08613055.fa	4461712.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08138589.fa	4437513.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379948.fa	4333883.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08375367.fa	4267705.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08375368.fa	4285353.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08436055.fa	4305312.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08436192.fa	4318656.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215174.fa	4468078.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612709.fa	4324465.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08215037.fa	4410730.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379733.fa	4316453.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379743.fa	4294490.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08629346.fa	4112724.75000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08612957.fa	4297202.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379768.fa	4279375.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379764.fa	4314589.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379757.fa	4306961.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379817.fa	4298812.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379971.fa	4315973.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08708365.fa	4325400.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379752.fa	4266338.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08379765.fa	4328343.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08436080.fa	4340265.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__11/SAMN08619644.fa	4301971.50000000
