#Path	Size (est.)
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732473.fa	14042782.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913016.fa	13337186.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912885.fa	12462399.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284129.fa	11835357.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08795172.fa	10847918.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913010.fa	11361010.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913060.fa	11565942.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09685329.fa	7070159.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906711.fa	10818367.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284332.fa	10612211.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913084.fa	10643551.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09685326.fa	7735550.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08795020.fa	9915395.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906471.fa	10219907.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08795279.fa	9563768.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732471.fa	9796700.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284338.fa	10036188.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732551.fa	9571115.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284318.fa	9405874.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913295.fa	9208963.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906440.fa	9497393.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284617.fa	9357320.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913042.fa	9220466.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09708345.fa	9954054.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912935.fa	9214404.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912841.fa	9256333.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912775.fa	8945791.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906661.fa	9548045.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912770.fa	8919518.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284553.fa	9306464.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913072.fa	8749659.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906681.fa	9086404.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284527.fa	8705822.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284321.fa	8794588.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09625627.fa	8467308.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912897.fa	8722421.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284520.fa	8979949.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284470.fa	8747727.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912889.fa	8640064.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08794936.fa	8722374.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913045.fa	8673600.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913130.fa	8605380.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732302.fa	8285035.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913148.fa	8783737.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284509.fa	8703980.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284493.fa	8724598.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913092.fa	8196540.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913088.fa	8187480.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913316.fa	8406645.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912793.fa	8520680.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906514.fa	7686929.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732349.fa	8453742.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912883.fa	8240143.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913284.fa	8097555.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913352.fa	8386172.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913107.fa	8114645.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912794.fa	7812762.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913178.fa	8254394.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913085.fa	7733041.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906584.fa	8009669.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906565.fa	7871754.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913264.fa	8096228.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913318.fa	7869434.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732213.fa	8062536.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913259.fa	7488234.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284510.fa	7824034.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09708338.fa	7865281.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913145.fa	7721658.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913296.fa	7770009.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732179.fa	7687165.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08795158.fa	7679309.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912789.fa	7448158.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732232.fa	7818963.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913347.fa	7304065.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732565.fa	7473450.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912879.fa	7556061.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284528.fa	7223510.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913205.fa	7273784.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09685323.fa	4506155.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913258.fa	6766537.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913343.fa	6665131.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912955.fa	6802238.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284537.fa	7055172.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912749.fa	6923750.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906566.fa	6985791.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09685325.fa	4295514.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284558.fa	6862188.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284555.fa	6860753.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284551.fa	6727463.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906519.fa	6862595.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913203.fa	6587465.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284559.fa	6891848.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09685327.fa	4305947.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913027.fa	6834598.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09725504.fa	6880871.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906642.fa	6726126.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732472.fa	6296761.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912984.fa	6252625.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912914.fa	6497255.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906550.fa	6318286.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906497.fa	6411131.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284557.fa	6466777.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732198.fa	6424726.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08709291.fa	6081341.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913269.fa	6385640.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09685328.fa	4259709.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09685324.fa	4305655.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08912988.fa	6463040.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913143.fa	6121805.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732533.fa	6160732.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08906683.fa	5951231.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09284479.fa	6102716.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN09685332.fa	4211287.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08913037.fa	5801266.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08795037.fa	6082490.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__12/SAMN08732588.fa	5989640.50000000
