#Path	Size (est.)
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4695217.fa	14270982.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3449452.fa	11948182.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3449408.fa	10834509.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3449880.fa	11932715.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3491665.fa	10300423.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3504618.fa	11356774.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4370634.fa	10582330.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4744316.fa	10565932.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3505309.fa	10222507.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558185.fa	10495516.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558298.fa	10596096.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4695224.fa	10379902.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558167.fa	10466769.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3516059.fa	10320992.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558171.fa	8973056.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3448396.fa	9836026.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3448362.fa	10061365.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3512735.fa	9596047.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3448405.fa	9109357.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4041322.fa	9388972.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558615.fa	9136850.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3449491.fa	9135000.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3448370.fa	9070239.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3449894.fa	8711309.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3672869.fa	9052728.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3448413.fa	8852659.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4744344.fa	8712399.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3448411.fa	8936389.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3643498.fa	8571071.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3448402.fa	8777417.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4501332.fa	8686961.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3671439.fa	8377543.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3920979.fa	8234678.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3512773.fa	8307883.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3671513.fa	8046693.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3512781.fa	8046693.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558180.fa	8054026.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3512723.fa	7597781.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558215.fa	7166743.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558613.fa	7968348.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3443788.fa	7636372.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4695131.fa	7271220.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4475180.fa	6917894.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4039976.fa	6923141.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3450033.fa	6786996.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558225.fa	7010909.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3672870.fa	6688529.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4695103.fa	6880520.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3512720.fa	6847204.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3697012.fa	6796093.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3448376.fa	6423280.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA36316168.fa	6503792.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558834.fa	6587028.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4501334.fa	6298590.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3921011.fa	6018790.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4475181.fa	6112837.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558860.fa	6344930.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3512785.fa	4207815.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4695223.fa	6054977.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3643456.fa	5858554.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3451351.fa	5662013.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558220.fa	5663163.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4441509.fa	4223926.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3920984.fa	5433439.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4441426.fa	5209041.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3643495.fa	5260587.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3643494.fa	5252136.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4441450.fa	4233600.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558572.fa	5158480.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3448389.fa	5136956.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4744454.fa	4292338.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4041320.fa	4307236.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558479.fa	5026291.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3715738.fa	4297658.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558598.fa	4739925.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3512782.fa	4882442.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4752941.fa	4894965.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4041351.fa	4314082.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4744466.fa	4323984.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3446749.fa	4344850.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3449412.fa	4280488.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4041336.fa	4329343.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3449976.fa	4341751.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3558443.fa	4667458.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4744462.fa	4301132.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3671251.fa	4240080.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4744482.fa	4320051.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA4744444.fa	4328152.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__06/SAMEA3505303.fa	4284078.50000000
