#Path	Size (est.)
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2660991.fa	14458295.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177709.fa	14103410.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177700.fa	14052476.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2660982.fa	14442103.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2660992.fa	13669925.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177697.fa	13355781.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2661053.fa	13065451.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2267046.fa	11609251.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2660979.fa	10895434.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2297100.fa	10862037.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177690.fa	10810705.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2660994.fa	10902044.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2340901.fa	11479136.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2340876.fa	11411605.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177708.fa	10648845.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2340914.fa	10981236.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2267073.fa	10647342.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2627029.fa	11091385.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533358.fa	9889278.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2660996.fa	9705853.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2535160.fa	9997853.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177711.fa	9609575.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2683049.fa	9550998.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2297109.fa	9484426.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2343229.fa	9667731.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2343233.fa	9700721.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2267009.fa	9229213.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2661043.fa	9057503.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2297014.fa	9069511.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2267003.fa	8931201.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2682835.fa	8275016.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177707.fa	8383929.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177706.fa	8109049.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177698.fa	8185590.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2682994.fa	8200550.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177712.fa	8145987.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177695.fa	8045339.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177687.fa	7834311.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177704.fa	7893341.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2235048.fa	7795286.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177692.fa	7638846.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2535230.fa	7173237.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA23765668.fa	6386798.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2627005.fa	7058252.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2340920.fa	6897691.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2267042.fa	6335412.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2267051.fa	6370723.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2267005.fa	5482576.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2535348.fa	3965673.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2535154.fa	5171452.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533765.fa	4922892.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533486.fa	4307236.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2534033.fa	4247572.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533452.fa	5002462.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2534117.fa	4260467.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2534233.fa	5002496.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2683035.fa	5056080.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533660.fa	4866423.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533416.fa	4278141.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2534886.fa	4265307.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533378.fa	4314082.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2177696.fa	4826212.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533780.fa	4301836.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533562.fa	4316051.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533828.fa	4288548.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533404.fa	4262703.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2534936.fa	4273699.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2535334.fa	4329343.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2535096.fa	4284388.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533565.fa	4308612.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2535289.fa	4240080.50000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2533516.fa	4294046.00000000
/home/ktruong/Documents/data/tuberculosis/mycobacterium_tuberculosis__04/SAMEA2534251.fa	4287395.50000000
