# random.m_5000_n_500_p_0.03.txt
# |U|: 5000
# |V|: 500
# |E|: 75000
0	3
0	7
0	65
0	127
0	135
0	180
0	191
0	247
0	256
0	300
0	341
0	364
0	387
0	466
0	486
1	6
1	23
1	116
1	120
1	124
1	130
1	143
1	261
1	306
1	308
1	339
1	365
1	368
1	415
1	433
1	464
1	470
1	480
2	109
2	116
2	165
2	215
2	345
2	355
2	377
2	399
2	467
3	44
3	48
3	75
3	100
3	107
3	120
3	122
3	296
3	425
3	498
4	11
4	14
4	201
4	221
4	232
4	234
4	255
4	256
4	316
4	321
4	345
4	370
4	383
4	393
4	401
4	474
4	494
5	8
5	45
5	97
5	122
5	129
5	143
5	144
5	178
5	245
5	274
5	393
5	433
5	453
5	463
5	493
6	19
6	27
6	101
6	178
6	222
6	224
6	226
6	279
6	287
6	290
6	300
6	329
6	407
6	409
6	430
6	459
7	25
7	67
7	90
7	131
7	136
7	239
7	240
7	271
7	298
7	329
7	331
7	336
7	452
8	36
8	112
8	177
8	204
8	310
8	380
8	433
8	438
8	469
8	479
9	106
9	173
9	202
9	218
9	221
9	284
9	287
9	290
9	332
9	388
9	414
10	9
10	57
10	70
10	144
10	164
10	182
10	278
10	280
10	293
10	294
10	369
10	418
10	447
10	455
11	81
11	98
11	115
11	177
11	196
11	226
11	251
11	252
11	308
11	360
11	375
11	380
11	408
11	442
11	445
11	448
11	459
12	36
12	67
12	93
12	144
12	160
12	164
12	190
12	248
12	275
12	386
12	437
13	32
13	45
13	100
13	118
13	133
13	184
13	237
13	259
13	267
13	289
13	470
14	75
14	144
14	152
14	164
14	211
14	224
14	268
14	283
14	310
14	324
14	366
14	373
14	409
14	422
14	451
14	486
15	35
15	64
15	106
15	130
15	161
15	248
15	255
15	312
15	322
15	331
15	368
15	396
15	432
15	436
15	438
15	459
16	2
16	17
16	27
16	39
16	69
16	76
16	105
16	112
16	137
16	141
16	146
16	181
16	208
16	219
16	221
16	239
16	277
16	315
16	337
16	353
16	412
16	474
16	485
16	495
17	9
17	12
17	162
17	195
17	199
17	262
17	275
17	281
17	316
17	351
17	406
18	2
18	15
18	59
18	77
18	143
18	176
18	177
18	199
18	223
18	377
18	379
18	396
18	400
18	413
18	429
18	447
18	474
18	484
18	493
19	15
19	22
19	33
19	35
19	46
19	152
19	177
19	263
19	285
19	310
19	334
19	348
19	366
19	399
19	451
19	472
19	478
19	482
19	490
20	36
20	86
20	90
20	180
20	348
20	353
20	382
20	406
20	431
20	451
20	452
21	73
21	157
21	162
21	221
21	258
21	269
21	272
21	442
21	471
22	36
22	92
22	99
22	268
22	291
22	397
22	479
22	487
23	24
23	33
23	40
23	139
23	161
23	175
23	200
23	208
23	236
23	271
23	288
23	293
23	335
23	351
23	386
23	398
23	441
23	498
23	499
24	11
24	74
24	86
24	91
24	99
24	111
24	119
24	129
24	156
24	159
24	173
24	205
24	234
24	251
24	299
24	435
24	467
24	470
24	488
25	14
25	50
25	105
25	126
25	143
25	206
25	218
25	225
25	260
25	277
25	310
25	312
25	336
25	422
25	446
25	449
25	467
26	11
26	24
26	28
26	30
26	33
26	35
26	51
26	67
26	88
26	95
26	110
26	128
26	129
26	170
26	181
26	246
26	265
26	302
26	313
26	321
26	360
26	391
26	419
27	12
27	32
27	68
27	103
27	122
27	162
27	227
27	240
27	274
27	300
27	316
27	338
28	6
28	40
28	119
28	170
28	172
28	174
28	181
28	212
28	223
28	261
28	267
28	277
28	334
28	335
28	350
28	353
28	418
28	466
29	19
29	22
29	39
29	54
29	62
29	90
29	134
29	139
29	140
29	156
29	178
29	200
29	234
29	285
29	344
29	366
29	379
29	386
29	390
29	422
29	423
29	443
29	454
29	460
29	462
29	465
30	11
30	43
30	88
30	124
30	249
30	250
30	300
30	329
30	356
30	391
30	418
30	470
30	476
31	74
31	169
31	260
31	305
31	307
31	345
31	361
31	376
31	399
31	425
31	435
32	109
32	166
32	215
32	228
32	249
32	252
32	255
32	275
32	291
32	355
32	458
33	76
33	86
33	91
33	97
33	123
33	242
33	246
33	309
33	325
33	326
33	340
33	482
34	1
34	8
34	28
34	84
34	88
34	91
34	97
34	139
34	195
34	210
34	259
34	270
34	327
34	444
34	481
34	485
35	16
35	18
35	30
35	77
35	90
35	152
35	190
35	203
35	211
35	245
35	264
35	293
35	303
35	323
35	376
35	394
35	442
35	468
35	478
36	2
36	47
36	87
36	102
36	116
36	281
36	350
